place,destination
diveagar,Ganesh Gully 
diveagar,Kalbhairav Temple 
diveagar,Angling 
diveagar,Shankar Temple 
diveagar,Shri Laxminarayan Temple 
diveagar,Sundernayaran Temple 
diveagar,Horse-cart riding 
digha,Marine Station/Aquarium of Zoological Survey of India 
dispur,Janardana Temple 
dispur,"Ugro Tara Temple, Lotaxil "
dispur,Regional Science Centre and Museum 
dispur,"Srimanta Shankardev Kalashetra, Punjabari Road "
dispur,Evening cruise on Brahmaputra River 
dispur,Shopping in Dispur 
dibrugarh,Rafting in Bramhaputra (Tuting) 
diveagar,Somaja Devi Temple 
diveagar,Kushmeshwar Temple 
digha,New Digha Beach 
digha,Udaipur Beach 
digha,Shankarpur Beach 
digha,Talsari Beach 
digha,Amarabati Park 
digha,Temple at Chandaneswar 
digha,Old Digha Beach 
digha,Chandpur Beach 
dibrugarh,Dinjoy Satra 
dibrugarh,Shopping in Dibrugarh 
dhemaji,Malinithan 
dholavira,Sightseeing 
dhauli,Dhauli Shanti Stupa 
dharmasthala,Bahubali Statue 
dibrugarh,Dehing Namti Satra 
dibrugarh,Raidongia Dol 
dibrugarh,Barbarua Maidam 
dibrugarh,Bahikhowa Maidam 
dibrugarh,Lekai Chetia Maidam 
dibrugarh,Sarumechlow and Bormechow Maidam 
dibrugarh,Tea Gardens 
dhemaji,Gerukamukh 
dhemaji,Ghugulani 
dhemaji,Bardoibum-Beelmukh Wildlife Sanctuary 
dhemaji,Angling and fishing 
dhemaji,Maa Manipuri Than 
dharchula,Jauljibi 
dhauli,Ashoka Rock Edicts 
dhauli,Dhabaleswar and Bahirangeswar temple 
dharmasthala,Netravathi River Barrage 
dharmasthala,Dharmasthala Temple 
dharmasthala,"Ram Mandir, Dharmasthala "
dharchula,Om Parvat 
dharchula,Kali River 
dharchula,Askot Musk Deer Sanctuary 
dharchula,Chirkila Dam 
dharchula,Narayan Ashram 
dharchula,Adi Kailash 
dharmasthala,Annappa Betta 
dharmasthala,Manjusha Museum 
dharmasthala,Chandranath Swamy Temple 
dharchula,Shopping in Darchula 
dhanushkodi,Dhanushkodi Beach 
dharmasthala,City Shopping 
dhanaulti,Surkhanda Devi Temple 
dharamsala,Dharamshala Cricket Stadium 
dhanushkodi,Gulf of Mannar Marine National Park 
dhanushkodi,Adam's Bridge 
dhanushkodi,Pamban island 
dhanushkodi,Church and Station Ruins 
dhanaulti,"Eco Park, Dhanaulti "
dhanaulti,Apple Orchard Resort 
dhanaulti,Camp Thangdhar 
dhanaulti,Potato Farm 
dhanaulti,Dhanaulti Adventure Park 
dhanaulti,Dashavatar Temple 
dharamsala,Library of Tibetan Works and Archives 
dharamsala,St. John in the Wilderness Church 
dharamsala,Dharamshala International Film Festival 2019 
dharamsala,War Memorial 
dharamsala,Gyuto Monastery 
dharamsala,Dal Lake Dharamshala 
devprayag,Confluence of Bhagirathi and Alaknanda 
dhanushkodi,Ramar Patham temple 
dhanaulti,Deogarh Fort 
dhanaulti,Kanatal Adventure Camp 
dhanaulti,Tehri Dam 
dharamsala,Tea Garden Dharamshala 
dharamsala,Triund 
dharamsala,Jwala Devi Temple 
dharamsala,"Tsuglagkhang, Mcleodganj "
dharamsala,Bhagsu falls 
devprayag,Raghunathji Temple 
devprayag,Chandrabadani temple 
dhamtari,Sihava 
devikulam,Devi Lake 
dharamsala,Trekking in Dharamsala 
dharamsala,"Namgyal Monastery, Mcleodganj "
dharamsala,Bhagsu nath temple 
dharamsala,"Tibet museum, Mcleodganj "
dharamsala,Dalai Lama Temple 
dhamtari,Bilai Mata Mandir 
dhamtari,Gangrel Dam 
dhamtari,Rudri 
devikulam,Pallivasal Falls 
devikulam,Thoovanam Falls 
devikulam,Tea & Spice Plantations 
dharamsala,Kangra art museum 
dharamsala,Masroor Rock Cut Temple 
dharamsala,Aghanjar Mahadev Temple 
dharamsala,Camping in Dharamshala 
dharamsala,Kalachakra Temple 
devbagh,Tagore Beach 
devbagh,Scuba Diving and Snorkeling 
devbagh,"Lighthouse, Devbagh "
devbagh,Sadashivgad Fort 
devbagh,Shopping in Devbagh 
devbagh,Shejjeswar Temple 
devbagh,Kurumgad Island 
deoghar,Baidyanath Dham 
devbagh,Karwar Port 
devbagh,Narasimha Temple 
devbagh,Guddalli Peak 
devbagh,Fishing in Devbagh 
dehradun,Robber's Cave 
deoghar,Nandan Pahar 
deoghar,Tapovan Caves and Hills 
deoghar,Naulakha Mandir 
deoghar,Basukinath 
deoghar,Satsang Ashram 
dehradun,Sahastradhara 
dehradun,Mindrolling Monastery 
dehradun,Lacchiwalla 
dehradun,Har ki Dun 
dehradun,Tapovan Temple 
dehradun,Paltan Bazar 
dehradun,Fun Valley 
dehradun,Tiger View Jungle Camp 
dehradun,Malsi Deer Park 
dehradun,Tapkeshwar Temple 
dehradun,Zonal Museum 
dehradun,Forest Research Institute 
dehradun,Trekking in Dehradun 
dehradun,Bali Pass 
dehradun,Assan Barrage 
dehradun,Kedarkantha Trek 
dehradun,Chetwoode Hall 
dehradun,Rupin Pass Trek 
delhi,Humayun's Tomb 
dehradun,Rajaji National Park 
dehradun,"Mall Road, Mussoorie "
dehradun,Clock tower 
dehradun,Kalinga War Memorial 
dehradun,Ram Rai Gurudwara 
dehradun,Rafting in Tiuni 
dehradun,Kalsi 
dehradun,Fun 'n' Food Kingdom 
dehradun,Joy Land Water & Amusement Park 
delhi,Hauz Khas Village 
delhi,Qutub Minar 
delhi,National Zoological Park 
delhi,Red Fort 
delhi,Akshardham Temple Delhi 
delhi,Lotus Temple 
delhi,India Gate 
darjeeling,Darjeeling Himalayan Railway 
deeg,Havelis 
delhi,Waste to Wonder Park 
delhi,"Jantar Mantar, Delhi "
delhi,Rashtrapati Bhavan 
delhi,Agrasen ki Baoli 
delhi,Jama Masjid Delhi 
delhi,Connaught Place 
delhi,ISKCON (Hare Krishna) Temple 
delhi,Chandni Chowk 
delhi,Teen Murti Bhavan (Nehru House) and Nehru Planetarium 
delhi,Lodhi Garden 
delhi,Khan Market 
delhi,Mehrauli Archaeological Park 
delhi,"National Gallery Of Modern Art, Delhi "
delhi,Nizamuddin Dargah 
darang,Gandhi Smriti Park 
darjeeling,Tiger Hill 
darjeeling,Batasia Loop 
darjeeling,Darjeeling Ropeway 
darjeeling,Himalayan Mountaineering Institute 
darjeeling,Nightingale Park 
darjeeling,Darjeeling Rock Garden 
darjeeling,Singalila National Park 
darjeeling,Darjeeling Peace Pagoda 
darjeeling,Sandakphu Trek 
darjeeling,River Rafting in Teesta 
darjeeling,Tea Plantations Darjeeling 
darjeeling,Shopping in Darjeeling 
darjeeling,Padmaja Naidu Himalayan Zoological Park 
deeg,Deeg Fort 
deeg,Bharatpur 
delhi,Gurudwara Bangla Sahib 
delhi,Kuchesar 
delhi,Rajghat 
delhi,Pragati Maidan 
delhi,Rajpath 
darang,Patharughat Swaheed Minar 
darang,Satras 
darang,Kamakshya Devalaya 
darang,Bar Masjid 
darang,Engil Baba?s Mazaar 
darjeeling,Tinchuley 
darjeeling,Happy Valley Tea Estate 
darjeeling,Darjeeling Observatory Hill 
darjeeling,Monastries in Darjeeling 
darjeeling,Trekking in Darjeeling 
darjeeling,Ghoom Monastery 
darjeeling,Bengal Natural History Museum 
darjeeling,Lamahatta Eco Park 
darjeeling,Lepchajagat 
delhi,Tughlaqabad Fort 
delhi,Safdarjung Tomb 
delhi,Lajpat Nagar 
delhi,Garden of Five Senses 
delhi,Dilli Haat 
delhi,Purana Qila 
dapoli,Harnai Port 
daporijo,Meghna cave temple 
dantewada,Danteshwari Temple 
darang,Batha Beel 
darang,Pukhuria Beel 
darang,Baladev Pukhuri 
darang,Jaypal Pukhuri 
darang,Orang National Park 
dandeli,Sykes Point 
delhi,Shopping Markets 
delhi,Paharganj 
delhi,"Rail Museum, Delhi "
delhi,"National Museum, Delhi "
delhi,"Mughal Gardens, Delhi "
dapoli,Unhavare - Hot springs 
dapoli,Panhalakaji Caves 
dapoli,Kadyavarcha Ganapati 
dapoli,Murud Beach 
dapoli,Keshavraj 
dapoli,Karde Beach 
dapoli,Kelshi Beach 
dapoli,Parshuram Bhumi 
dapoli,Ladghar Beach 
dapoli,Kolthare Beach 
daporijo,Kamala reserve forest 
daporijo,Rafting in River Subansiri 
daporijo,Daporijo Good Shepherd church 
daporijo,Shopping in Daporijo 
dantewada,Mama-Bhanjaa Temple 
dantewada,Indravati National Park 
dantewada,Bodhghat Sath Dhar 
dantewada,Barsur 
dandeli,Sathodi Falls 
dandeli,Kulgi Nature Camp 
dandeli,River Rafting in Dandeli 
dandeli,Dandeli Wildlife Sanctuary 
dandeli,Kavala Caves 
dandeli,Shiroli Peak 
delhi,Sarojini Market 
delhi,Quwwat-ul-Islam Mosque 
delhi,Sulabh International Museum of Toilets 
delhi,Nicholson Cemetery 
dapoli,Siddhi Vinayak Ganapati Temple 
dapoli,Savane Beach 
dapoli,Tamastirth Beach 
daman,Devka Beach 
dantewada,Bailadila Mountains 
dantewada,Memory Pillars of Gamawada 
dalhousie,Khajjiar 
dandeli,Syntheri Rock 
dandeli,Kayaking 
dandeli,Moulangi Falls 
dandeli,Anshi National Park 
dandeli,Shivaji Fort 
dandeli,Sri Mallikarjuna Temple 
dandeli,Dandelappa Temple 
dandeli,Magod Falls 
daman,Mirasol Lake Garden 
daman,"Lighthouse, Daman "
daman,Jampore Beach 
daman,City Shopping 
daman,St Jerome Fort 
daman,Nani Daman 
daman,Cathedral of Bom Jesus 
dalhousie,Satdhara Falls 
dalhousie,Panchpula 
dalhousie,Kalatop Khajjiar Sanctuary 
dalhousie,Dainkund Peak 
dalhousie,River Crossing and River Rafting 
dalhousie,Bakrota Hills 
cuttack,Bhitarkanika National Park & Wildlife Sanctuary 
dandeli,Mini Tibet 
dandeli,Kavadi Kere 
dandeli,Supa Dam 
dandeli,Ulavi Temple 
dandeli,Sri Tulaja Bhavani Temple 
dandeli,Anshi National Park 
daman,Somnath Mahadev Temple 
daman,Mirasol Water Park 
daman,Dominican Monastery 
daman,Jetty Garden 
daman,Devka Amusement Park 
daman,Daman Ganga Tourist Complex 
daman,House of Bockage 
daman,Satya Sagar Udyan 
daman,Collector Office 
daman,Vaibhav Water World 
daman,Mirasol Water Park 
dalhousie,Subhash Baoli 
dalhousie,Shopping in Dalhousie 
dalhousie,St. John's Church 
dalhousie,Chamunda Devi Temple 
dalhousie,Trekking in Dalhousie 
dalhousie,Chamba 
dalhousie,Ganji Pahari 
dalhousie,Rock Climbing in Dalhousie 
dalhousie,Sach Pass 
dalhousie,"Rock Garden, Dalhousie "
dalhousie,Garam Sadak 
dalhousie,Cafe Dalhousie 
dalhousie,Paragliding at Khajjiar 
cuttack,Barabati Fort 
cuttack,Stone Revetment 
cuttack,Dhabaleshwar 
cuttack,Paradeep Beach 
corbett-national-park,"Jungle Safari, Corbett National Park "
dandeli,Kodasalli Backwaters 
dandeli,Coracle Boat Ride 
dandeli,City Shopping 
coorg,Abbey Falls 
corbett-national-park,Elephant Ride in Corbett National Park 
corbett-national-park,Corbett Waterfall 
corbett-national-park,River Rafting in Corbett National Park 
corbett-national-park,Garjia Temple 
corbett-national-park,Corbett Museum 
corbett-national-park,Dhikala 
corbett-national-park,Birjani 
corbett-national-park,Jhirna 
corbett-national-park,Kosi River 
corbett-national-park,Angling (Fishing) in Corbett 
corbett-national-park,Durga Mandir Temple 
corbett-national-park,Sitabani Temple 
corbett-national-park,Gyan Yatra 
corbett-national-park,Durga Devi Zone 
coorg,Talacauvery 
coorg,Golden Temple (Namdroling Monastery) 
coorg,Raja's Seat 
coorg,"White River Rafting in Barapole River, Coorg "
coorg,Nagarhole National Park 
coorg,Tadiandamol Peak 
coorg,Iruppu Falls 
coorg,Honnamana Kere Lake 
coorg,Trekking in Coorg 
coorg,Omkareshwara Temple 
coorg,Madikeri Fort 
coorg,Somwarpet 
coorg,Honey Valley - Nilakandi Falls 
davangere,Kunduvada Kere 
coorg,Ayurvedic treatments 
coorg,Pushpagiri Wildlife Sanctuary 
coorg,Bhagamandala 
coorg,City Shopping 
coorg,Brahmagiri Trek 
coorg,Mallalli Falls 
coorg,Gaddige Raja's Tomb 
coorg,Kutta 
coorg,Brahmagiri Wildlife Sanctuary 
coorg,Angling (Fishing) in Coorg 
coorg,Kopatty Hills 
coorg,"Rameshwara Temple, Coorg "
davangere,Bagali 
davangere,Sri Anjaneya Swamy Temple 
davangere,Karanji Mantapa 
davangere,Bathi Gudda 
davangere,Sulekere 
davangere,Anekonda 
coorg,Chettali 
coorg,Nalakunad Palace 
coorg,Dubare Elephant Camp 
coorg,Bird Watching 
coorg,Mandalpatti 
coorg,Homestays in Coorg 
coorg,Coffee Plantations in Coorg 
coorg,Food in Coorg 
coorg,Virajpet 
coorg,Nishani Motte 
coimbatore,Vydehi Falls 
davangere,Eshwara Temple 
davangere,Betur 
davangere,Comprehensive Water Supply Tank 
davangere,Shopping in Davanagere 
davangere,The Loot 
davangere,B.S.Channa Basappa and Sons 
danta-ambaji,Gabbar Hills 
coimbatore,Kovai Kondattam 
coimbatore,Marudhamalai Hill Temple 
coimbatore,Adiyogi Shiva Statue 
coimbatore,Vellingiri Hill Temple 
coimbatore,Perur Pateeswarar Temple 
coimbatore,VOC Park and Zoo 
coimbatore,Siruvani Waterfalls 
coimbatore,Siruvani Dam 
coimbatore,Sree Ayyappan Temple 
coimbatore,Isha Yoga Center 
coimbatore,Anubhavi Subramaniar Temple 
coimbatore,Monkey Falls 
coimbatore,Eachanari Vinayagar Temple 
cooch-behar,Rajbari 
coonoor,Sim's Park 
danta-ambaji,Ambe Temple 
danta-ambaji,Kailash Hill Sunset 
danta-ambaji,Kamakshi Mandir 
danta-ambaji,Koteshwar 
coimbatore,Brookefields Mall 
coimbatore,Gedee Car Museum 
coimbatore,Masani Amman Temple 
coimbatore,Puliakulam Vinayagar Temple 
coimbatore,Black Thunder 
coimbatore,Naga Sai Mandir 
coimbatore,Ramar Temple 
coimbatore,TNAU Botanical Garden 
coimbatore,Aliyar Dam Reservoir Park 
coimbatore,Nilgiri Biosphere Nature Park  
coimbatore,Nehru Park 
cooch-behar,Madan Mohan Temple 
cooch-behar,Sagardihi 
cooch-behar,"Light and Sound Show, Cooch Behar "
cooch-behar,Baneswar Siva Temple 
coonoor,Dolphin's Nose 
coonoor,Ketti Valley 
churu,Sethani ka Johara 
coimbatore,Gass Forest Museum 
coimbatore,Kodiveri Dam 
coonoor,Hidden Valley 
coonoor,Lamb's Rock 
coonoor,Shopping in Coonoor 
coonoor,The Taj Garden Retreat 
coonoor,Highfield Tea Estate 
coonoor,Law's Falls 
coonoor,Rallia Dam 
coonoor,Droog Fort 
coonoor,Keystone Foundation 
churu,Salasar Balaji 
churu,Tal Chappar Sanctuary 
chittoor,Horsley Hills 
chittorgarh,Chittorgarh Fort 
chopta,Tungnath Temple 
coonoor,St George's Church 
coonoor,All Saints Church 
coonoor,Wellington Golf Course 
coonoor,Nilgiri's Store 
coonoor,Ayurveda Yoga Meditation Resort 
chittoor,Kailasakonda Waterfalls 
chittoor,Kanipakam Vinayaka temple 
chittoor,Tirumala Venkateshwara Temple 
chittoor,Market yard-Bangarupalyam and Penumur Mandals and Damalcheruvu 
chittoor,Shopping in Chittoor 
chittoor,Sri Venkateshwara National Park 
chittoor,Srikalahasti Temple 
chittoor,Nagalapuram 
chittorgarh,Vijay Stambh 
chittorgarh,Maha Sati 
chittorgarh,Gau Mukh Kund 
chittorgarh,Kirti Stambh 
chopta,Deori Tal 
chopta,Tungnath and Chandrashila Trek 
chopta,Kanchula Korak Musk Deer Sanctuary 
chopta,Ukhimath 
chiplun,Vashishti River 
chitrakoot,Kamadgiri 
chittoor,Tada Falls 
chittoor,Kaigal Falls 
chittorgarh,Rana Kumbha's palace 
chittorgarh,Kalika Mata Temple 
chittorgarh,Fateh Prakash Palace 
chiplun,Marleshwar Temple 
chiplun,Guhagar Beach 
chiplun,Sawatsada Waterfalls 
chiplun,Lord Parashurama Temple 
chiplun,Koyna Dam 
chiplun,Pandavaas Caves 
chiplun,Gowalkot fort 
chiplun,Nageshwar temple 
chiplun,Walawalkar Shivaji Museum 
chitrakoot,Gupt Godavari 
chitrakoot,Ramghat 
chitrakoot,Rajapur 
chitrakoot,Marpha 
chitrakoot,Hanuman Dhara 
chitrakoot,Sphatik Shila 
chitrakoot,Bharat Milap Temple 
chitrakoot,Janki kund 
chitrakoot,Sati Anusuya temple 
chitrakoot,Ganesh Bagh 
chitrakoot,Kalinjar Fort 
chitrakoot,Bharat Kup 
chittorgarh,Shyama Temple 
chittorgarh,Sanwariaji Temple 
chittorgarh,Meera Temple  
chittorgarh,Sathis Deori Temple 
chittorgarh,Bhainsrorgarh Wildlife Sanctuary 
chittorgarh,Ratan Singh Palace 
chittorgarh,Bassi Wildlife Sanctuary 
chittorgarh,Sitamata Wildlife Sanctuary 
chittorgarh,Archaeological Museum 
chittorgarh,Menal 
chittorgarh,Padmini Palace 
chiplun,Nehru Smriti Udyan 
chikmagalur,Mullayanagiri 
chikhaldara,Bhimkund 
chikmagalur,Kudremukh National Park 
chikmagalur,Rafting in Bhadra River 
chikmagalur,Baba Budangiri 
chikmagalur,Jhari Waterfalls 
chikhaldara,Melghat Tiger Reserve 
chikhaldara,Narnala Fort 
chikhaldara,Gwaligarh Fort 
chikhaldara,Muktagiri 
chikhaldara,Bir Lake 
chettinad,Chettinad Palace 
chikmagalur,Bhadra Wildlife Sanctuary 
chikmagalur,Manikyadhara Falls 
chikmagalur,Kemmanagundi 
chikmagalur,Belavadi 
chikmagalur,Coffee Plantations 
chikmagalur,Inam Dattatreya Peetha 
chikmagalur,Hirekolale Lake 
chikmagalur,City Shopping 
chikmagalur,Sharadamba Temple 
chikmagalur,Sringeri Sharada Peetham 
chikmagalur,Coffee Museum 
chidambram,Pichavaram Mangrove Forests 
chikhaldara,Kalapani Lake 
chikhaldara,Panchol Point 
chikhaldara,Amner Fort 
chikhaldara,Museums 
chikhaldara,Points 
chikhaldara,Gugamal National Park 
chettinad,Chettinad Museum 
chettinad,Chettinadu Mansion 
chikmagalur,Ballalarayana Durga 
chikballapur,Vivekanand Falls 
chidambram,Shopping in Chidambaram 
chidambram,The Nataraja Temple 
chidambram,Natyanjali Dance Festival 
chidambram,Sirkazhi 
chidambram,"Kali Temple, Chidambram "
chettinad,Vairavanpatti 
chettinad,Ilayathangudi 
chettinad,Pillaiyarpatti 
chettinad,Soorakudi 
chettinad,Athmanathaswamy Temple 
chettinad,Iraniyur 
chettinad,Mathur 
chettinad,Velankudi 
chikballapur,The Ranganatha Swamy temple 
chikballapur,Kaivara 
cherrapunjee,Double Decker Living Root Bridge 
chidambram,Sivakamiamman Temple 
chidambram,Chathapurinathar Temple 
chidambram,Khadi Handicraft store 
chidambram,Nattiya A/C Cocktail Lounge 
chikballapur,Nandi Hills 
chikballapur,Muddenahalli 
chikballapur,Bhoganandeeshwara Temple 
chikballapur,Trekking 
chikballapur,Chintamani 
cherrapunjee,Dawki 
cherrapunjee,Mawlynnong 
cherrapunjee,Nohkalikai Waterfalls 
cherrapunjee,Mawsmai Cave 
cherrapunjee,Krem Phyllut 
cherrapunjee,The Eco Park 
cherrapunjee,Nongsawlia 
cherrapunjee,Mawsmai Falls 
cherrapunjee,Dainthlen waterfall 
cherrapunjee,The Mawkdok Dympep Valley View 
cherrapunjee,Thangkharang Park and Ka Khoh Ramhah 
cherrapunjee,Mawsynram 
cherrapunjee,Khasi monoliths 
cherrapunjee,Nokrek National Park 
cherrapunjee,Wakaba Falls 
chandipur,Chandipur beach 
changlang,Lake of No return 
chandipur,Similipal forest reserve 
chandipur,Nilagiri 
chandipur,Panchalingeswar Shrine 
chandipur,Remuna 
chandipur,Sajanagarh 
chandipur,Shopping in Chandipur 
changlang,Miao 
changlang,World War II Cemetery 
changlang,Nampong 
changlang,Stilwell Road 
changlang,Namdapha National Park 
chandigarh,Rose Garden 
chennai,Marina Beach 
chandel,Yangoupokpi - Lokchao Wildlife Sanctuary 
chandel,Tengnoupal 
chaukori,Patal Bhubaneshwari 
chaukori,Nakuleshwar Temple 
chaukori,Arjuneshwar Shiva Temple 
chandigarh,Rock Garden 
chandigarh,Sukhna Lake 
chandigarh,Pinjore Gardens 
chandigarh,Government Museum and Art Gallery 
chandigarh,"Shanti Kunj, Chandigarh "
chandigarh,The Capitol 
chandigarh,Fun City 
chandigarh,Terraced Garden 
chandigarh,Thunder Zone 
chandigarh,International Dolls Museum 
chandigarh,"Botanical Garden, Chandigarh "
chandigarh,Bougainvillea Garden 
chandigarh,Nangal Wetlands 
chandigarh,Garden of Fragrance 
chandigarh,Leisure Valley 
chandigarh,Children Traffic Park 
chandigarh,Hibicus Garden 
chennai,"Government Museum, Chennai "
chennai,MGR Film City 
chennai,Breezy Beach 
chennai,Marundeeswarar Temple 
chennai,Arignar Anna Zoological Park 
chennai,Valluvar Kottam 
chennai,Ashtalakshmi Temple 
chennai,Connemara Public Library 
chennai,Kolli Hills 
chennai,Elliot's Beach 
chennai,VGP Golden Beach 
chennai,ISKCON (Hare Rama Hare Krishna) Temple 
chennai,Vivekananda House 
chennai,Akkarai Beach 
chennai,Dakshinachitra Museum 
chennai,Santhome Cathedral Basilica 
chennai,Madras War Cemetery 
chennai,Madras Crocodile Bank Trust 
chennai,MGM Dizzee World 
chandel,Moreh 
chaukori,"Nagmandir, Berinag "
chaukori,Kapileshwar Mahadev 
chaukori,Ghunsera Devi Temple 
chandigarh,Forest Reserves 
chandigarh,Topiary Park 
chandigarh,Punjab Kala Kendra 
chandigarh,Museum of the Evolution of Life 
chandigarh,Fitness Trails 
chandigarh,National Gallery of Portraits 
chandigarh,ISKCON Chandigarh 
chandigarh,Elante Mall 
chennai,Shirdi Sai Baba Temple 
chennai,Nettukuppam 
chennai,Prakasam Salai 
chennai,Thousand Lights Mosque 
chennai,Fort St. George 
chennai,Chennai Sangamam 
chennai,Royapuram Fishing Harbour 
chennai,Santhome Church 
champhai,Rih Dil 
chandannagar,Chandan Nagar Museum 
chandigarh,Le Corbusier Centre 
chandigarh,Japanese Garden 
chandigarh,Open Hand Monument 
chandigarh,Sector 17 Market 
chandigarh,Butterfly Park 
chennai,Kapaleeswarar Temple 
chennai,Mylapore 
chennai,Express Avenue 
chennai,Vadapalani Murugan Temple 
chennai,T Nagar 
chennai,Parthasarathy Temple 
champhai,Murlen National Park 
champhai,Lengteng Wildlife Sanctuary 
chandannagar,The Patal Bari 
chandannagar,The Chandan Nagar Strand 
chandannagar,KMDA Park 
chandannagar,Nandadula Temple 
chandannagar,Sacred Heart Church 
chandigarh,Chattbir Zoo 
chandigarh,Garden of Silence 
chandigarh,Mohali Cricket Stadium 
chandigarh,Musical Fountain Show Sector 17 
chandigarh,"Cactus Garden, Chandigarh "
chandigarh, Garden of Palms 
chennai,Parasailing in Chennai 
chennai,Scuba Diving in Chennai 
chennai,Camping in Chennai 
champawat,Banasur ka Kila 
champaner-pavagadh,Kalika Mata Temple 
chandigarh,Aqua Village 
chandigarh,Mango Festival in Chandigarh 
chandigarh,Gedi Route 
chandigarh,"Chrysanthemum Show, Terraced Gardens "
chennai,Paragliding In Chennai 
chennai,Surfing In Chennai 
chennai,Paintball In Chennai 
chennai,Rock climbing In Chennai 
chennai,Jungle Safari In Chennai 
chamoli,Auli 
champawat,Baleshwar Temple 
champawat,Lohaghat 
champawat,Kranteshwar Mahadev Temple 
champawat,Nagnath 
champawat,ShyamLa Tal (Vivekananda Ashram) 
champawat,Ek Hathiya ka Naula 
champawat,Gwal Devta 
champaner-pavagadh,Fort of Pavagadh and the ruined Hindu and Jain Temples 
champaner-pavagadh,Jain temples in Champaner Pavagadh 
champaner-pavagadh,Jami Masjid 
champaner-pavagadh,Lakulisa temple 
champaner-pavagadh,Kevada mosque 
champaner-pavagadh,Nagina Masjid and Cenotaph 
champaner-pavagadh,Lila Gumbaj Ki Masjid 
chamoli,Vasundhara Waterfalls 
chamoli,Gopeshwar 
chamoli,Gopinath Temple 
chamoli,Valley of Flowers 
chamoli,Kalpeshwar 
chamoli,Brahmatal Trek 
chamoli,Nandprayag 
chamoli,Rudranath 
chamoli,Rafting in Upper Alaknanda 
chamoli,Badrinath 
burhanpur,Asirgarh Fort 
chamoli,Shopping in Chamoli 
burhanpur,"Jama Masjid, Burhanpur "
burhanpur,Dargah-E-Hakimi 
burhanpur,Shahi Qila 
burhanpur,Zenana Hammam 
chamba,Chamera Lake 
chail,Chail wildlife sanctuary 
chakrata,Tiger Falls 
chamba,Manimahesh Lake 
chamba,Lakshmi Narayan Temple 
chamba,"Himachal Emporium, Rang Mahal "
chamba,Chaugan 
chamba,Hariraya Temple 
chamba,Shopping in Chamba 
chamba,Church of Scotland 
chamba,Bhuri Singh Museum 
chamba,Champavati Temple 
chamba,Akhand Chandi Palace 
chamba,Vajreshwari Temple 
chamba,Chamunda Devi Temple 
chamba,Sui Mata Temple 
chamba,Hari Rai Temple 
chamba,Bharmour 
chamba,Thala Waterfall 
chamba,Hadsar Waterfall 
chail,Palace Hotel 
chail,Cricket Ground 
chail,"Kali Temple, Chail "
chail,Shopping in Chail 
chail,Horse riding in Chail 
chail,"Himalayan Nature Park, Kufri "
chail,Sidh Baba ka Mandir 
chail,Gurudwara Sahib 
chail,Sadhupul 
chail,Camping 
chakrata,Deoban 
chakrata,Budher Caves 
chakrata,Skiing and Trekking in Mundali 
chakrata,Chilmiri Neck 
bundi,Taragarh Fort 
chakrata,Ram Tal Horticultural Garden 
bundi,"Moti Mahal, Bundi "
bundi,"Badal Mahal, Bundi "
bundi,Garh Palace 
bundi,Sukh Mahal 
bundi,Chaurasi Khambon ki Chattri 
bundi,Bhoraji-ka-Kund 
bundi,Nawal Sagar Lake 
bundi,"Phool Mahal, Bundi "
bundi,Chhattra Mahal 
bundi,Hathi Pol 
bundi,Shikar Burj 
bundi,Step Wells 
bundi,Bundi Utsav 
br-hills,BRT Wildlife Sanctuary 
bongaigaon,Bagheswari Temple 
br-hills,Biligiri Rangaswamy Temple 
br-hills,Activities 
br-hills,Dodda Sampige Mara 
br-hills,Shopping in BR Hills 
bongaigaon,KakoiJana Wildlife Sanctuary 
bongaigaon,Rock Cut Caves 
bongaigaon,Bagheswari Hill 
bongaigaon,Boat ride 
bongaigaon,Koya-Kujia Bill 
bongaigaon,Birjhora Tea Estate 
bongaigaon,Kachugaon Game Reserve 
bongaigaon,Tamranga Lake 
bomdila,Bomdila Monastery 
bongaigaon,The Lalmati- Duramari Ganesh Temple 
bongaigaon,Manas National Park 
bongaigaon,Sri Surjya Pahar 
bongaigaon,Jogighopa and Pancharatna 
bomdila,Apple Orchards 
bomdila,Bomdila View Point 
bomdila,Eaglenest Wildlife Sanctuary 
bomdila,Tipi Orchid Reserve 
bomdila,Upper Gompa 
bomdila,Lower Gompa 
bokaro-steel-city,Jawaharlal Nehru Biological Park 
bir,Paragliding in Bir Billing 
bishnupur,Rasmancha 
bomdila,R.R Hill 
bokaro-steel-city,Parasnath Hills 
bokaro-steel-city,Bokaro Steel Plant 
bokaro-steel-city,City Park 
bokaro-steel-city,City Center 
bokaro-steel-city,Picnics 
bokaro-steel-city,Garga Dam 
bokaro-steel-city,Shopping in Bokaro 
bokaro-steel-city,Boating 
bir,Hand gliding 
bir,Nature Walks and meditation at Sherab Ling Monastery 
bir,Bir Road 
bir,Tibetan Colony 
bishnupur,Lalji Temple 
bishnupur,Susunia Hill 
bishnupur,Jorebangla Temple 
bishnupur,Mukutmonipur 
bishnupur,Madan Mohan Temple 
bishnupur,Biharinath Hill 
bishnupur,Radha Shyam Temple 
bishnupur,Joyrambati 
bishnupur,Jhilimili 
bishnupur,Hadal-Narayanpur 
bishnupur,Bishnupur Mela 
chamba-uttarakhand,Tehri Dam 
