destination,continent,country,city
Coco Maya,North America,Mexico,Riviera Maya
Blue Parrot,North America,Mexico,Riviera Maya
La Azotea,North America,Mexico,Riviera Maya
Diablito Cha Cha Cha,North America,Mexico,Riviera Maya
Tequila Barrel,North America,Mexico,Riviera Maya
Noah’s Zoo Café,North America,Mexico,Riviera Maya
La Mezcalinna,North America,Mexico,Riviera Maya
Paseo del Carmen,North America,Mexico,Riviera Maya
Ah Cacao,North America,Mexico,Riviera Maya
Coffee Café,North America,Mexico,Riviera Maya
Almirante Pech,North America,Mexico,Riviera Maya
Chez Celine,North America,Mexico,Riviera Maya
La Nave,North America,Mexico,Riviera Maya
Mezzanine,North America,Mexico,Riviera Maya
Posada Margherita,North America,Mexico,Riviera Maya
El Tabano,North America,Mexico,Riviera Maya
Alux,North America,Mexico,Riviera Maya
DiVino,North America,Mexico,Riviera Maya
Sur,North America,Mexico,Riviera Maya
Imprevist,North America,Mexico,Riviera Maya
Aldea Corazón,North America,Mexico,Riviera Maya
Maiz de Mar,North America,Mexico,Riviera Maya
Yaxche,North America,Mexico,Riviera Maya
La Zebra,North America,Mexico,Riviera Maya
La Cueva del Chango,North America,Mexico,Riviera Maya
Oh Lala,North America,Mexico,Riviera Maya
Arena Festival,North America,Mexico,Riviera Maya
The Blue Lobster,North America,Mexico,Riviera Maya
PGA Mayakoba Golf Classic,North America,Mexico,Riviera Maya
Riviera Maya Film Festival,North America,Mexico,Riviera Maya
XPLOR BRAVEST RACE UNDERGROUND ,North America,Mexico,Riviera Maya
Cancun - Riviera Maya Wine & Food Festival,North America,Mexico,Riviera Maya
Life & Death Traditions Festival,North America,Mexico,Riviera Maya
Winterbeach,North America,Mexico,Riviera Maya
Xenses,North America,Mexico,Riviera Maya
Xel Ha,North America,Mexico,Riviera Maya
Xcaret,North America,Mexico,Riviera Maya
Xplor,North America,Mexico,Riviera Maya
L'Aquarium,North America,Mexico,Riviera Maya
Río Secreto,North America,Mexico,Riviera Maya
Triathlon Xel-Ha,North America,Mexico,Riviera Maya
Sacred Mayan Journey,North America,Mexico,Riviera Maya
Kantun-Chi,North America,Mexico,Riviera Maya
Chikin Ha,North America,Mexico,Riviera Maya
Cirque du Soleil Joyà,North America,Mexico,Riviera Maya
Punta Venado Eco Park,North America,Mexico,Riviera Maya
Aventuras Mayas,North America,Mexico,Riviera Maya
Akumal Monkey Sanctuary,North America,Mexico,Riviera Maya
Aktun Chen,North America,Mexico,Riviera Maya
Riviera Maya Jazz Festival,North America,Mexico,Riviera Maya
Maroma Adventures,North America,Mexico,Riviera Maya
Alltournative,North America,Mexico,Riviera Maya
Xel-Ha,North America,Mexico,Riviera Maya
Community Tours,North America,Mexico,Riviera Maya
Coba Maya Encounter,North America,Mexico,Riviera Maya
Coba Archaeological Site,North America,Mexico,Riviera Maya
Akumal,North America,Mexico,Riviera Maya
Tulum Archaeological Site,North America,Mexico,Riviera Maya
Puerto Aventuras,North America,Mexico,Riviera Maya
Tulum,North America,Mexico,Riviera Maya
Sian Ka'an Biosphere Reserve,North America,Mexico,Riviera Maya
Tulum Hotel Zone,North America,Mexico,Riviera Maya
Tulum Village,North America,Mexico,Riviera Maya
Plaza Punta Langosta (San Miguel),North America,Mexico,Cozumel
Mercado Municipal de Cozumel (San Miguel),North America,Mexico,Cozumel
Mayan Flea Market (San Miguel),North America,Mexico,Cozumel
Chocolateria Isla Bella (San Miguel),North America,Mexico,Cozumel
Wet Wendy's (San Miguel),North America,Mexico,Cozumel
Los Cinco Soles (San Miguel),North America,Mexico,Cozumel
Freedom in Paradise (Punta Sur),North America,Mexico,Cozumel
Thirsty Cougar (San Miguel),North America,Mexico,Cozumel
Cali Café (San Miguel),North America,Mexico,Cozumel
La Internacional Cervecería (San Miguel),North America,Mexico,Cozumel
La Rumba (San Miguel),North America,Mexico,Cozumel
Maple Bakehouse (San Miguel),North America,Mexico,Cozumel
Sucré / Salé Café (San Miguel),North America,Mexico,Cozumel
El Coffe Cozumel (San Miguel),North America,Mexico,Cozumel
COZ Coffee Roasting Company (San Miguel),North America,Mexico,Cozumel
Kinta (San Miguel),North America,Mexico,Cozumel
Burritos Gorditos (San Miguel),North America,Mexico,Cozumel
Guido's (San Miguel),North America,Mexico,Cozumel
El Sitio (San Miguel),North America,Mexico,Cozumel
La Choza (San Miguel),North America,Mexico,Cozumel
Playa Palancar,North America,Mexico,Cozumel
Punta Molas,North America,Mexico,Cozumel
Punta Sur,North America,Mexico,Cozumel
El Cielo,North America,Mexico,Cozumel
San Gervasio Ruins,North America,Mexico,Cozumel
Gallery of West Indian Art,North America,Jamaica,Montego Bay
City Centre Building,North America,Jamaica,Montego Bay
Harbour Street Craft Market,North America,Jamaica,Montego Bay
Half Moon Shopping Village,North America,Jamaica,Montego Bay
Fort Montego Craft Market,North America,Jamaica,Montego Bay
Sky Beach Bar and Seafood Grill,North America,Jamaica,Montego Bay
Blue Beat Ultra Lounge,North America,Jamaica,Montego Bay
Pier One,North America,Jamaica,Montego Bay
MoBay Proper Bar & Grill,North America,Jamaica,Montego Bay
Jimmy Buffett's Margaritaville,North America,Jamaica,Montego Bay
Devon House,North America,Jamaica,Montego Bay
Juici Patties,North America,Jamaica,Montego Bay
Pork Pit,North America,Jamaica,Montego Bay
Scotchies,North America,Jamaica,Montego Bay
Nyam ’n’ Jam,North America,Jamaica,Montego Bay
Round Hill,North America,Jamaica,Montego Bay
Marguerite’s,North America,Jamaica,Montego Bay
The Sugar Mill,North America,Jamaica,Montego Bay
Houseboat Grill,North America,Jamaica,Montego Bay
The Pelican Grill,North America,Jamaica,Montego Bay
Rose Hall,North America,Jamaica,Montego Bay
Martha Brae River Rafting,North America,Jamaica,Montego Bay
Montego Bay Marine Park,North America,Jamaica,Montego Bay
Luminous Lagoon,North America,Jamaica,Montego Bay
Rastafari Indigenous Village,North America,Jamaica,Montego Bay
Doctor’s Cave Beach,North America,Jamaica,Montego Bay
Zaka Art Café (Soufriere),North America,Saint Lucia,Saint Lucia
Eudovic's Art Studio (Castries),North America,Saint Lucia,Saint Lucia
Rum Therapy Bar & Treatment Centre (Castries),North America,Saint Lucia,Saint Lucia
Diamonds International,North America,Saint Lucia,Saint Lucia
Café Olé (Rodney Bay),North America,Saint Lucia,Saint Lucia
Castries Market,North America,Saint Lucia,Saint Lucia
Blue Monkey Café (Rodney Bay),North America,Saint Lucia,Saint Lucia
Salt Rush Café (Laborie),North America,Saint Lucia,Saint Lucia
Anse La Raye Seafood Friday,North America,Saint Lucia,Saint Lucia
Adeline's Art Café (Canaries),North America,Saint Lucia,Saint Lucia
Fedo's (Soufriere),North America,Saint Lucia,Saint Lucia
Island Mix (Rodney Bay),North America,Saint Lucia,Saint Lucia
Irie Bar (Gros Islet),North America,Saint Lucia,Saint Lucia
Rodney Bay Village,North America,Saint Lucia,Saint Lucia
'Jump Up' Street Parties (Gros Islet),North America,Saint Lucia,Saint Lucia
The Reef Beach Café (Vieux Fort),North America,Saint Lucia,Saint Lucia
Jade Mountain Club (Soufriere),North America,Saint Lucia,Saint Lucia
Martha's Tables (Soufriere),North America,Saint Lucia,Saint Lucia
Spice of India (Rodney Bay),North America,Saint Lucia,Saint Lucia
Liz Roti (Rodney Bay),North America,Saint Lucia,Saint Lucia
Pink Plantation House (Castries),North America,Saint Lucia,Saint Lucia
Rodney Bay & Gros Islet,North America,Saint Lucia,Saint Lucia
Gros Piton,North America,Saint Lucia,Saint Lucia
Pigeon Island National Landmark,North America,Saint Lucia,Saint Lucia
Morne Coubaril Historical Adventure Park,North America,Saint Lucia,Saint Lucia
Saint Lucia Roots & Soul Festival,North America,Saint Lucia,Saint Lucia
Sulphur Springs Park,North America,Saint Lucia,Saint Lucia
Anse Mamin Beach,North America,Saint Lucia,Saint Lucia
Tet Paul Nature Trail,North America,Saint Lucia,Saint Lucia
Saint Lucia Carnival,North America,Saint Lucia,Saint Lucia
Dive Fest,North America,Saint Lucia,Saint Lucia
Saint Lucia Jazz Festival,North America,Saint Lucia,Saint Lucia
Fou D'ici,North America,Canada,Montreal
Delta Chelsea,North America,Canada,Toronto
Soho Metropolitan,North America,Canada,Toronto
Queen West,North America,Canada,Toronto
Hotel Le Germain Toronto,North America,Canada,Toronto
Alexandra Hotel,North America,Canada,Toronto
Four Seasons Toronto,North America,Canada,Toronto
Eaton Centre,North America,Canada,Toronto
Kensington Market,North America,Canada,Toronto
Café Balzac,North America,Canada,Toronto
Bloor Street/Yorkville,North America,Canada,Toronto
The Drake Hotel Lounge,North America,Canada,Toronto
Café Diplomatico,North America,Canada,Toronto
Village Idiot Pub,North America,Canada,Toronto
Moonbean Coffee Shop,North America,Canada,Toronto
Lee,North America,Canada,Toronto
Gandhi Cuisine,North America,Canada,Toronto
Café Sassafraz,North America,Canada,Toronto
Sotto Sotto,North America,Canada,Toronto
Golden Thai,North America,Canada,Toronto
Distillery Historic District,North America,Canada,Toronto
Casa Loma,North America,Canada,Toronto
The Islands,North America,Canada,Toronto
Toronto Zoo,North America,Canada,Toronto
Niagara Falls,North America,Canada,Toronto
Royal Ontario Museum,North America,Canada,Toronto
CN Tower,North America,Canada,Toronto
m0851,North America,Canada,Montreal
Harricana by Mariouche,North America,Canada,Montreal
Argo Bookshop,North America,Canada,Montreal
Complexe Desjardins,North America,Canada,Montreal
Mycoboutique Inc,North America,Canada,Montreal
Eva B,North America,Canada,Montreal
Les Cours Mont-Royal,North America,Canada,Montreal
Bar à lunettes Marie-Sophie Dion,North America,Canada,Montreal
Noël Eternel,North America,Canada,Montreal
Atwater Market,North America,Canada,Montreal
Jean-Talon Market,North America,Canada,Montreal
La Champagnerie,North America,Canada,Montreal
Divine Chocolatier,North America,Canada,Montreal
Burgundy Lion,North America,Canada,Montreal
Flyjin,North America,Canada,Montreal
Apt. 200,North America,Canada,Montreal
Pullman,North America,Canada,Montreal
Ziggy's Pub,North America,Canada,Montreal
Brutopia,North America,Canada,Montreal
Bistro a Jojo,North America,Canada,Montreal
Le Lab Comptoir à Cocktails,North America,Canada,Montreal
2 Pierrots,North America,Canada,Montreal
Dieu du Ciel,North America,Canada,Montreal
Le Doggy Cafe,North America,Canada,Montreal
La Distillerie,North America,Canada,Montreal
Upstairs Jazz Bar & Grill,North America,Canada,Montreal
Foufounes Electriques,North America,Canada,Montreal
Cafe Melbourne,North America,Canada,Montreal
Noble Cafe,North America,Canada,Montreal
Cafe Aunja,North America,Canada,Montreal
Moustache Cafe,North America,Canada,Montreal
Paquebot Cafe,North America,Canada,Montreal
Just For Laughs,North America,Canada,Montreal
180g cafe-disquaire,North America,Canada,Montreal
La brume dans mes lunettes,North America,Canada,Montreal
Cafe Larue & fils,North America,Canada,Montreal
Dispatch Coffee,North America,Canada,Montreal
Kafein cafe-bar,North America,Canada,Montreal
Le Cagibi,North America,Canada,Montreal
Cafe Parvis,North America,Canada,Montreal
Cafe Castel,North America,Canada,Montreal
Cafe Myriade,North America,Canada,Montreal
Brasserie T!,North America,Canada,Montreal
Grumman'78,North America,Canada,Montreal
Local Montreal Food Tour,North America,Canada,Montreal
La Banquise,North America,Canada,Montreal
Moleskine,North America,Canada,Montreal
Le Club Chasse et Pêche,North America,Canada,Montreal
Arepera du Plateau,North America,Canada,Montreal
Restaurant Atma,North America,Canada,Montreal
Damas Restaurant,North America,Canada,Montreal
Le Robin Square,North America,Canada,Montreal
Europea,North America,Canada,Montreal
Bistro 1843,North America,Canada,Montreal
Les Deux Singes de Montarvie,North America,Canada,Montreal
The Force Academy,North America,Canada,Montreal
Rage Montreal,North America,Canada,Montreal
La Ronde,North America,Canada,Montreal
Plateau Mont-Royal,North America,Canada,Montreal
Circuit Gilles Villeneuve,North America,Canada,Montreal
Montreal History Centre,North America,Canada,Montreal
Place Ville Marie Observatory,North America,Canada,Montreal
Pointe-à-Callière Museum of Archaeology and History,North America,Canada,Montreal
Montreal Biosphere,North America,Canada,Montreal
Bell Centre,North America,Canada,Montreal
Laurentian Mountains,North America,Canada,Montreal
The Montreal Museum of Fine Arts,North America,Canada,Montreal
Old Montreal,North America,Canada,Montreal
Montreal Botanical Garden & Green Spaces,North America,Canada,Montreal
Mount Royal,North America,Canada,Montreal
Notre-Dame Basilica of Montreal,North America,Canada,Montreal
La Maison Simons,North America,Canada,Quebec City
Benjo,North America,Canada,Quebec City
Laurier Québec,North America,Canada,Quebec City
Galerie de la Capitale & Mega Park,North America,Canada,Quebec City
Atelier Les Trois Corbeaux,North America,Canada,Quebec City
Jack Saloon,North America,Canada,Quebec City
Quebec Pub Crawl,North America,Canada,Quebec City
Fou-Bar,North America,Canada,Quebec City
Pub Galway,North America,Canada,Quebec City
La Ninkasi du Faubourg,North America,Canada,Quebec City
Pub St. Patrick,North America,Canada,Quebec City
La Korrigane,North America,Canada,Quebec City
Épicerie JA Moisan,North America,Canada,Quebec City
Pub Des Borgias,North America,Canada,Quebec City
Marché du Vieux-Port de Québec,North America,Canada,Quebec City
Bar Les Voûtes de Napoléon,North America,Canada,Quebec City
Délices Érable & Cie,North America,Canada,Quebec City
Tim Hortons,North America,Canada,Quebec City
La Maison Smith,North America,Canada,Quebec City
Café Krieghoff,North America,Canada,Quebec City
Chez Temporel,North America,Canada,Quebec City
Le Renard et la Chouette,North America,Canada,Quebec City
Cantook Micro Torréfaction,North America,Canada,Quebec City
Nektar Caféologue,North America,Canada,Quebec City
Les Cafés Du Soleil,North America,Canada,Quebec City
Maelstrøm Saint-Roch,North America,Canada,Quebec City
Soupe & Cie,North America,Canada,Quebec City
Ciccio Café,North America,Canada,Quebec City
Le Monastère des Augustines,North America,Canada,Quebec City
Restaurant Hobbit Bistro,North America,Canada,Quebec City
Le Clocher Penché,North America,Canada,Quebec City
Chic Shack,North America,Canada,Quebec City
Apsara,North America,Canada,Quebec City
Conti Caffè,North America,Canada,Quebec City
Les Frères de la Côte,North America,Canada,Quebec City
Le Café du Monde,North America,Canada,Quebec City
Matto,North America,Canada,Quebec City
Chez Boulay Bistro Boréal,North America,Canada,Quebec City
Notre-Dame de Quebec Basilica-Cathedral,North America,Canada,Quebec City
Morrin Centre,North America,Canada,Quebec City
Basse-Ville,North America,Canada,Quebec City
Chez Muffy,North America,Canada,Quebec City
Quartier Petit Champlain,North America,Canada,Quebec City
National Museum of Fine Arts of Quebec,North America,Canada,Quebec City
Ghost Walks,North America,Canada,Quebec City
The Citadel of Quebec,North America,Canada,Quebec City
St. Lawrence River,North America,Canada,Quebec City
Montmorency Falls,North America,Canada,Quebec City
Old Quebec,North America,Canada,Quebec City
Kitsilano,North America,Canada,Vancouver
Gastown,North America,Canada,Vancouver
Granville Street,North America,Canada,Vancouver
Commercial Drive,North America,Canada,Vancouver
Kaarigar Handicrafts ,North America,Canada,Vancouver
Treasure Green Tea Company,North America,Canada,Vancouver
Mink Chocolate Café,North America,Canada,Vancouver
L’Abattoir,North America,Canada,Vancouver
The Diamond,North America,Canada,Vancouver
Storm Crow Tavern,North America,Canada,Vancouver
Spirit Wrestler Gallery,North America,Canada,Vancouver
Vancouver Art Gallery,North America,Canada,Vancouver
Granville Island Public Market,North America,Canada,Vancouver
CF Pacific Centre,North America,Canada,Vancouver
Kino Café & Flamenco Bar,North America,Canada,Vancouver
Bel Café,North America,Canada,Vancouver
Kafka’s Coffee And Tea,North America,Canada,Vancouver
Terra Breads,North America,Canada,Vancouver
Trees Organic Coffee & Roasting House,North America,Canada,Vancouver
Caffè Artigiano,North America,Canada,Vancouver
Water Street Café,North America,Canada,Vancouver
Pink Pearl Chinese Seafood,North America,Canada,Vancouver
Simba’s Grill,North America,Canada,Vancouver
Simply Thai,North America,Canada,Vancouver
CinCin Ristorante & Bar,North America,Canada,Vancouver
Joe Fortes Seafood & Chop House,North America,Canada,Vancouver
Cuchillo ,North America,Canada,Vancouver
La Quercia,North America,Canada,Vancouver
Le Crocodile,North America,Canada,Vancouver
Farmer's Apprentice Restaurant,North America,Canada,Vancouver
Granville Island,North America,Canada,Vancouver
Museum Of Anthropology,North America,Canada,Vancouver
Queen Elizabeth Park,North America,Canada,Vancouver
Canada Place,North America,Canada,Vancouver
Lynn Canyon,North America,Canada,Vancouver
English Bay,North America,Canada,Vancouver
Gastown ,North America,Canada,Vancouver
Grouse Mountain,North America,Canada,Vancouver
Stanley Park,North America,Canada,Vancouver
Science World,North America,Canada,Vancouver
Vancouver Lookout,North America,Canada,Vancouver
Vancouver Aquarium Marine Science Centre,North America,Canada,Vancouver
Dr. Sun Yat-Sen Classical Chinese Garden,North America,Canada,Vancouver
Capilano Suspension Bridge,North America,Canada,Vancouver
Rolo,North America,Canada,Toronto
One of a Kind Show,North America,Canada,Toronto
Bergo Designs,North America,Canada,Toronto
Blue Banana Market,North America,Canada,Toronto
Drake General Store,North America,Canada,Toronto
Toronto Premium Outlets,North America,Canada,Toronto
Sherway Gardens,North America,Canada,Toronto
Dixie Outlet Mall,North America,Canada,Toronto
King West,North America,Canada,Toronto
Yorkdale Shopping Centre,North America,Canada,Toronto
Square One,North America,Canada,Toronto
Arts Market,North America,Canada,Toronto
Vaughan Mills,North America,Canada,Toronto
WVRST,North America,Canada,Toronto
Pravda Vodka Bar,North America,Canada,Toronto
Dog & Bear,North America,Canada,Toronto
Stones Place,North America,Canada,Toronto
Fiction Nightclub,North America,Canada,Toronto
Uniun,North America,Canada,Toronto
Cube,North America,Canada,Toronto
FORTY2 Supperclub,North America,Canada,Toronto
Brassaii,North America,Canada,Toronto
Maison Mercer,North America,Canada,Toronto
Snakes & Lattes,North America,Canada,Toronto
Pizzeria Libretto,North America,Canada,Toronto
Uncle Betty’s Diner,North America,Canada,Toronto
Il Fornello on the Danforth,North America,Canada,Toronto
The Rooster Coffee House,North America,Canada,Toronto
Wilbur Mexicana,North America,Canada,Toronto
Oyster Boy,North America,Canada,Toronto
Khao San Road,North America,Canada,Toronto
Lisbon by Night,North America,Canada,Toronto
Barque Smokehouse,North America,Canada,Toronto
Union Restaurant,North America,Canada,Toronto
Terroni,North America,Canada,Toronto
The One Eighty,North America,Canada,Toronto
Canoe,North America,Canada,Toronto
360 Restaurant,North America,Canada,Toronto
Brookfield Place,North America,Canada,Toronto
Sherbourne Common,North America,Canada,Toronto
Simcoe WaveDeck,North America,Canada,Toronto
Humber Bay Arch Bridge,North America,Canada,Toronto
Sugar Beach,North America,Canada,Toronto
Dundas Square,North America,Canada,Toronto
Canada’s Wonderland,North America,Canada,Toronto
The Absolute Towers,North America,Canada,Toronto
Hockey Hall Of Fame,North America,Canada,Toronto
Ripley’s Aquarium Of Canada,North America,Canada,Toronto
Ontario Science Centre,North America,Canada,Toronto
Vivonté Cigar Factory & Lounge,North America,Dominican Republic,Puerto Plata
Estrella Avenida,North America,Dominican Republic,Puerto Plata
Espigón Cigars,North America,Dominican Republic,Puerto Plata
Mares Restaurant & Lounge,North America,Dominican Republic,Puerto Plata
Joyeria Las Americas,North America,Dominican Republic,Puerto Plata
Onno's Bar,North America,Dominican Republic,Puerto Plata
Lust Afterwork,North America,Dominican Republic,Puerto Plata
Kite Club Café,North America,Dominican Republic,Puerto Plata
Belgium Bakery,North America,Dominican Republic,Puerto Plata
Amber Museum Gift Shop,North America,Dominican Republic,Puerto Plata
Big Lee's Beach Bar,North America,Dominican Republic,Puerto Plata
Veranda,North America,Dominican Republic,Puerto Plata
The Anchor Cafe,North America,Dominican Republic,Puerto Plata
Senor Rock,North America,Dominican Republic,Puerto Plata
Ocean World Terrace,North America,Dominican Republic,Puerto Plata
Cabarete Coffee Company,North America,Dominican Republic,Puerto Plata
KAFFE,North America,Dominican Republic,Puerto Plata
Tio Pan Panaderia,North America,Dominican Republic,Puerto Plata
Le Papillon,North America,Dominican Republic,Puerto Plata
Green Jack Restaurant,North America,Dominican Republic,Puerto Plata
Tostacos & Sushitos,North America,Dominican Republic,Puerto Plata
Le petit Francois,North America,Dominican Republic,Puerto Plata
El Bergantin Caribbean Grill,North America,Dominican Republic,Puerto Plata
Jamvi's,North America,Dominican Republic,Puerto Plata
La Casa de Cultura,North America,Dominican Republic,Puerto Plata
Natura Restaurant at Natura Cabana,North America,Dominican Republic,Puerto Plata
Cofresí Beach,North America,Dominican Republic,Puerto Plata
Ocean World Adventure Park,North America,Dominican Republic,Puerto Plata
Playa Grande,North America,Dominican Republic,Puerto Plata
Playa Dorada,North America,Dominican Republic,Puerto Plata
Fortaleza de San Felipe,North America,Dominican Republic,Puerto Plata
High Z's Fishing Tour,North America,Dominican Republic,Puerto Plata
Gri Gri Lagoon,North America,Dominican Republic,Puerto Plata
Amber Museum,North America,Dominican Republic,Puerto Plata
27 Charcos,North America,Dominican Republic,Puerto Plata
Historical Centre,North America,Dominican Republic,Puerto Plata
Mount Isabel de Torres,North America,Dominican Republic,Puerto Plata
Teleferico Puerto Plata Cable Car,North America,Dominican Republic,Puerto Plata
Museo del Artesano,North America,Dominican Republic,Punta Cana
Harrison’s Fine Caribbean Jewelers,North America,Dominican Republic,Punta Cana
ChocoMuseo Punta Cana,North America,Dominican Republic,Punta Cana
Don Lucas Cigars,North America,Dominican Republic,Punta Cana
Plaza Uvero Alto,North America,Dominican Republic,Punta Cana
La Perla Dominicana,North America,Dominican Republic,Punta Cana
Galerias at Puntacana Village,North America,Dominican Republic,Punta Cana
Black Diamond Hookah Lounge,North America,Dominican Republic,Punta Cana
San Juan Shopping Center,North America,Dominican Republic,Punta Cana
Areito Disco Bavaro,North America,Dominican Republic,Punta Cana
Palma Real Shopping Village,North America,Dominican Republic,Punta Cana
Plaza Bávaro,North America,Dominican Republic,Punta Cana
Mangu Disco,North America,Dominican Republic,Punta Cana
Drink Point,North America,Dominican Republic,Punta Cana
Hard Rock Casino,North America,Dominican Republic,Punta Cana
ORO Nightclub,North America,Dominican Republic,Punta Cana
Imagine Punta Cana,North America,Dominican Republic,Punta Cana
Huracán Café,North America,Dominican Republic,Punta Cana
Brot Bagel Shop,North America,Dominican Republic,Punta Cana
Kat's Corner,North America,Dominican Republic,Punta Cana
Las Leñas,North America,Dominican Republic,Punta Cana
Agave,North America,Dominican Republic,Punta Cana
JOY Nutritional Popsicle,North America,Dominican Republic,Punta Cana
Playa Blanca Restaurant,North America,Dominican Republic,Punta Cana
Bamboo,North America,Dominican Republic,Punta Cana
Hard Rock Cafe Punta Cana,North America,Dominican Republic,Punta Cana
La Yola,North America,Dominican Republic,Punta Cana
Blue Marlin,North America,Dominican Republic,Punta Cana
The Jellyfish Restaurant,North America,Dominican Republic,Punta Cana
Nam Nam,North America,Dominican Republic,Punta Cana
Little John,North America,Dominican Republic,Punta Cana
Wacamole,North America,Dominican Republic,Punta Cana
Passion by Martin Berasategui,North America,Dominican Republic,Punta Cana
Playa Juanillo,North America,Dominican Republic,Punta Cana
Isla Catalina,North America,Dominican Republic,Punta Cana
Punta Blanca Golf Club,North America,Dominican Republic,Punta Cana
Jesus Maestro Parish,North America,Dominican Republic,Punta Cana
El Tour Caribe,North America,Dominican Republic,Punta Cana
Macao Surf Camp,North America,Dominican Republic,Punta Cana
Manatí Park Bavaro,North America,Dominican Republic,Punta Cana
Dolphin Island Park,North America,Dominican Republic,Punta Cana
Indigenous Eyes Ecological Park,North America,Dominican Republic,Punta Cana
Ocean Spa - Dr. Fish,North America,Dominican Republic,Punta Cana
Punta Cana Fishing,North America,Dominican Republic,Punta Cana
Scape Park,North America,Dominican Republic,Punta Cana
HorsePlay Punta Cana,North America,Dominican Republic,Punta Cana
Bávaro Beach,North America,Dominican Republic,Punta Cana
Outback Adventures - Outback Safari,North America,Dominican Republic,Punta Cana
Monkey Land by Runners Adventures,North America,Dominican Republic,Punta Cana
Flintstones Buggy Adventure,North America,Dominican Republic,Punta Cana
Multiplaza,North America,Dominican Republic,Punta Cana
Restaurant Lucas,North America,Dominican Republic,Punta Cana
Panaderia Trigo de Oro,North America,Dominican Republic,Punta Cana
Dom Ham,North America,Dominican Republic,Punta Cana
Shish Kabab,North America,Dominican Republic,Punta Cana
Rio Chavon,North America,Dominican Republic,Punta Cana
Cueva de las Maravillas National Park,North America,Dominican Republic,Punta Cana
Altos de Chavon,North America,Dominican Republic,Punta Cana
Minitas Beach,North America,Dominican Republic,Punta Cana
ARTex Store & Handicraft Market,North America,Cuba,Varadero
Plaza America,North America,Cuba,Varadero
Centro Comercial Hicacos,North America,Cuba,Varadero
Librería Hanoi,North America,Cuba,Varadero
Plaza Las Morlas,North America,Cuba,Varadero
La Casa del Habano,North America,Cuba,Varadero
Taller de Ceramica Artistica,North America,Cuba,Varadero
Havana Club,North America,Cuba,Varadero
La Comparsita,North America,Cuba,Varadero
Bar Mirador Casa Blanca,North America,Cuba,Varadero
Cuevos Los Pirates,North America,Cuba,Varadero
Palacio de La Rumba,North America,Cuba,Varadero
Varadero Street Market,North America,Cuba,Varadero
Casa del Ron,North America,Cuba,Varadero
Mambo Club,North America,Cuba,Varadero
La Bamba Disco,North America,Cuba,Varadero
Calle 62,North America,Cuba,Varadero
Casa de la Musica,North America,Cuba,Varadero
La Isabelica Casa del Cafe,North America,Cuba,Varadero
Terracita's Cafe,North America,Cuba,Varadero
El Palacio de los Jugos Frescos,North America,Cuba,Varadero
El Caney,North America,Cuba,Varadero
Panaderia Dona Neli,North America,Cuba,Varadero
La Vicaria,North America,Cuba,Varadero
Kiki's,North America,Cuba,Varadero
Lai Lai,North America,Cuba,Varadero
La Rampa,North America,Cuba,Varadero
La Barbacoa,North America,Cuba,Varadero
La Vaca Rosada,North America,Cuba,Varadero
Dante,North America,Cuba,Varadero
Paladar Salsa Suarez,North America,Cuba,Varadero
Xanadu,North America,Cuba,Varadero
Paladar Nonna Tina,North America,Cuba,Varadero
Varadero 60,North America,Cuba,Varadero
Parque Central & Iglesia de Santa Elvira,North America,Cuba,Varadero
Josone Park,North America,Cuba,Varadero
Delfinario,North America,Cuba,Varadero
Mansion Xanadu,North America,Cuba,Varadero
House of Rum,North America,Cuba,Varadero
Marina Gaviota,North America,Cuba,Varadero
Ambrosio Cave,North America,Cuba,Varadero
Museo Municipal de Varadero,North America,Cuba,Varadero
Varahicacos Ecological Reserve,North America,Cuba,Varadero
Diving & Snorkeling,North America,Cuba,Varadero
Memorias Librería,North America,Cuba,Havana
Habana 1791,North America,Cuba,Havana
Piscolabis,North America,Cuba,Havana
Alma,North America,Cuba,Havana
El Dandy,North America,Cuba,Havana
El Chanchullero,North America,Cuba,Havana
Clandestina,North America,Cuba,Havana
La Zorra y El Cuervo Jazz Club,North America,Cuba,Havana
El Surtidor @ Gran Hotel Manzana Kempinski,North America,Cuba,Havana
Fábrica de Arte Cubano,North America,Cuba,Havana
Esto no es un Café,North America,Cuba,Havana
Almacenes San Jose Handicraft Market,North America,Cuba,Havana
Antique Book Market,North America,Cuba,Havana
Café Teatro Bertolt Brecht,North America,Cuba,Havana
Dance & Cabaret Shows,North America,Cuba,Havana
Cafe Bohemia,North America,Cuba,Havana
Café Fortuna Joe,North America,Cuba,Havana
El Café,North America,Cuba,Havana
Helad'oro,North America,Cuba,Havana
Belview Artcafe,North America,Cuba,Havana
Habana 61,North America,Cuba,Havana
La Fontana,North America,Cuba,Havana
Doña Eutimia,North America,Cuba,Havana
Espacios,North America,Cuba,Havana
La Guarida,North America,Cuba,Havana
Trattoria 5esquinas,North America,Cuba,Havana
Nazdarovie,North America,Cuba,Havana
TocaMadera,North America,Cuba,Havana
Otramanera,North America,Cuba,Havana
Fusterlandia,North America,Cuba,Havana
Colonial Forts,North America,Cuba,Havana
Hemingway's Villa (Finca Vigia),North America,Cuba,Havana
The National Museum of Fine Arts,North America,Cuba,Havana
Malecón,North America,Cuba,Havana
Museum of the Revolution,North America,Cuba,Havana
Colon Cemetery,North America,Cuba,Havana
El Bosque (The Forest),North America,Cuba,Havana
Old Town (Habana Vieja),North America,Cuba,Havana
